id,price
0,759.75875
1,5996.20375
2,5807.98875
3,1088.96875
4,3290.92875
5,532.42
6,1410.740625
7,892.66875
8,8876.53875
9,682.97375
10,611.72375
11,3859.2275
12,5735.8
13,10334.495
14,681.95875
15,7396.081875
16,6532.619375
17,5354.46875
18,8416.97625
19,2266.00375
20,472.0225
21,705.90875
22,3374.59625
23,2501.3075
24,995.7475
25,3141.93625
26,508.185
27,1808.00125
28,1023.88375
29,534.61625
30,5394.624375
31,6040.4425
32,2364.99625
33,8480.955
34,689.39625
35,16946.93875
36,784.50875
37,10069.8875
38,973.60625
39,966.24625
40,1544.78875
41,4318.63
42,12784.6975
43,2125.56125
44,7997.96375
45,1099.92625
46,5891.99
47,2532.41375
48,1135.04875
49,14845.9125
50,3024.73125
51,13201.435
52,1337.994375
53,3111.9825
54,8685.358125
55,10142.03625
56,1248.265
57,732.06125
58,2898.0
59,8525.62375
60,5805.185
61,17217.86375
62,589.205
63,9784.00125
64,5003.13875
65,3343.515
66,743.46875
67,721.22625
68,9914.91125
69,2467.0325
70,6968.12375
71,4445.3275
72,1700.9925
73,2799.9525
74,8932.73125
75,3856.7975
76,13423.83125
77,7522.47875
78,15733.6675
79,5740.74875
80,4989.13875
81,16259.44125
82,5181.51
83,8653.33375
84,1023.55375
85,2206.21
86,2091.03375
87,3108.85
88,10054.69625
89,8203.495
90,626.91375
91,2942.935
92,4217.6675
93,744.12625
94,9776.91
95,5604.01375
96,5836.20625
97,1280.4275
98,781.23
99,846.65875
100,2681.67625
101,17449.31375
102,4167.425
103,1833.441875
104,818.98625
105,10846.29
106,1337.5875
107,1878.99
108,4601.46625
109,7954.82125
110,13971.12625
111,886.1825
112,959.144375
113,2147.24625
114,3513.033125
115,1040.1075
116,604.40875
117,9930.835
118,509.44375
119,5361.4275
120,1723.40375
121,777.30125
122,2889.45875
123,713.065
124,13864.59125
125,3393.1025
126,6066.395
127,6681.53375
128,2671.5125
129,3874.5225
130,547.19375
131,7120.52875
132,3500.42
133,12032.823125
134,1474.60125
135,9906.27
136,3604.47625
137,4024.95625
138,711.90375
139,4120.23625
140,6852.83125
141,8318.12375
142,3440.34875
143,914.77
144,1086.764375
145,7925.19625
146,1059.2475
147,507.0925
148,3314.2325
149,8318.60125
150,5252.39
151,5079.9525
152,1354.02625
153,5503.54875
154,2200.211875
155,4828.98875
156,7110.915
157,495.6625
158,10148.98875
159,16845.39125
160,1862.87
161,5323.92
162,10411.235
163,992.11875
164,488.1625
165,6411.5875
166,814.29
167,899.32125
168,1614.94375
169,3643.97375
170,1268.47125
171,12045.405
172,964.6775
173,13721.3025
174,2255.6175
175,2690.24625
176,6525.9025
177,772.0275
178,3491.805
179,2520.36125
180,7012.5425
181,7198.3575
182,3217.67625
183,1051.15375
184,2310.08375
185,1775.11125
186,15462.12875
187,1211.69875
188,1705.5825
189,979.24875
190,2858.82875
191,6523.405
192,809.555
193,3578.59
194,2827.94
195,6064.485625
196,1979.6275
197,955.42625
198,4271.55375
199,2218.29
200,974.60625
201,3790.145
202,768.22875
203,1180.16
204,2958.81625
205,7397.96375
206,17921.50375
207,10289.62125
208,3230.23375
209,734.6275
210,2444.48375
211,9238.9575
212,857.03625
213,6651.11125
214,836.1925
215,1044.87875
216,1762.8975
217,5721.31125
218,831.16125
219,4378.8725
220,10951.7425
221,628.18
222,418.48125
223,3676.89375
224,4642.79875
225,5565.5825
226,2269.57125
227,529.46875
228,6044.8825
229,11400.2775
230,3582.64875
231,1706.9375
232,2563.13625
233,7497.40125
234,4081.66125
235,8096.0725
236,668.055
237,1105.89125
238,635.67625
239,13356.105
240,4085.6825
241,1066.39375
242,1172.84
243,10577.77
244,610.60625
245,1812.2325
246,6979.55125
247,9046.5
248,6113.04
249,740.00625
250,3418.17375
251,5557.29875
252,13723.07625
253,1101.1675
254,2499.42875
255,5747.7825
256,6021.02
257,1789.78125
258,1674.7425
259,905.91375
260,6587.85875
261,4897.4275
262,3216.06875
263,773.28375
264,3736.0125
265,3451.975
266,518.263125
267,4882.97
268,8988.97625
269,2720.24875
270,5595.8525
271,4603.86125
272,1059.435
273,792.97125
274,4816.55625
275,703.3475
276,4334.715
277,5680.71
278,17226.37875
279,5567.285
280,3908.6375
281,6845.56875
282,994.61
283,2678.56875
284,5845.921875
285,4725.640625
286,6447.1625
287,4954.23
288,873.365
289,2786.51625
290,1387.51875
291,865.44875
292,501.695
293,1285.31125
294,4483.57125
295,2239.61625
296,1616.67875
297,4668.78
298,5895.5375
299,1947.6325
300,5454.76125
301,5294.0
302,2143.8625
303,12140.63
304,947.985
305,2549.18375
306,978.51125
307,846.9075
308,6214.72375
309,2156.0
310,780.715
311,848.16125
312,625.09
313,12131.39
314,456.76875
315,5158.57875
316,920.6425
317,11394.82
318,2478.505625
319,897.58375
320,641.6525
321,9803.60375
322,1105.02
323,7176.58
324,665.695
325,4900.51
326,624.49625
327,4675.85375
328,961.665
329,5652.745
330,735.86375
331,688.78875
332,13629.02
333,4944.51625
334,720.86875
335,4969.44
336,6380.7525
337,3683.20875
338,2147.50375
339,3833.22125
340,15303.3675
341,603.0975
342,1575.9
343,5763.82625
344,3112.05
345,7285.52125
346,11703.4525
347,824.38875
348,3755.56875
349,3971.07875
350,6809.3225
351,1445.86125
352,1047.38125
353,3572.8775
354,16433.57625
355,1720.54125
356,6245.43
357,806.37
358,1474.145
359,3886.3375
360,2749.56875
361,4137.155
362,5604.16625
363,6695.37
364,4550.51125
365,4011.42
366,4047.60125
367,14212.4125
368,643.2825
369,6857.6925
370,12208.945625
371,2137.97625
372,1620.12875
373,17085.42
374,1754.085
375,4543.39625
376,2414.145
377,3437.58375
378,1305.79625
379,8788.405
380,1615.36625
381,5070.9375
382,2611.550625
383,2721.11125
384,4017.675
385,1768.275
386,11297.455
387,1802.75375
388,2407.64125
389,17517.33125
390,2374.58625
391,821.9525
392,1908.65
393,1905.0925
394,559.0
395,488.41
396,403.81625
397,2320.17125
398,643.395
399,1339.25375
400,1046.935
401,5646.32625
402,4503.71625
403,438.57
404,5352.42125
405,2217.66875
406,7906.0
407,4693.2175
408,5474.645625
409,16559.02375
410,1910.37375
411,2315.8425
412,4315.04375
413,11083.38375
414,2833.55375
415,10526.36625
416,719.504375
417,2093.58875
418,1945.99625
419,14077.9825
420,1374.18
421,5520.43375
422,5020.5425
423,1376.64125
424,964.89125
425,542.2575
426,649.32875
427,2360.50625
428,2441.53875
429,3569.7375
430,516.025
431,1044.7325
432,10377.155
433,923.855
434,557.98375
435,5144.1925
436,479.18375
437,2503.44375
438,3623.695
439,1030.75875
440,4369.25125
441,708.82625
442,3111.025
443,15847.995
444,4722.09875
445,797.88125
446,1675.09875
447,824.855
448,3896.3025
449,11765.82
450,3933.575
451,3177.14625
452,14508.38
453,706.3125
454,2490.7025
455,5714.1275
456,8054.22625
457,624.25125
458,1634.67375
459,1239.77875
460,507.42625
461,584.82875
462,3033.12125
463,4996.75625
464,3881.38125
465,747.09
466,4459.475
467,841.835
468,4333.0575
469,3708.69
470,3660.29
471,2137.5575
472,3298.45875
473,470.505
474,1779.49375
475,1258.74875
476,1682.445
477,10464.830625
478,1763.63875
479,3457.39375
480,17573.33375
481,12491.068125
482,871.97125
483,1004.22125
484,16562.85625
485,1915.59125
486,1095.0475
487,1320.715
488,940.6075
489,1231.65375
490,1979.8275
491,2704.51
492,14627.67625
493,3309.700625
494,921.315
495,15544.76875
496,7776.335
497,16088.81125
498,1261.27875
499,1563.20125
500,1987.805
501,801.35625
502,2649.11125
503,3463.95
504,2467.75
505,5022.04375
506,1833.53875
507,7527.5925
508,14730.446875
509,7748.51
510,9520.92125
511,6254.64625
512,868.99
513,3454.97875
514,2707.92625
515,5353.3475
516,14753.74375
517,5290.42875
518,9258.47375
519,4232.26375
520,1749.015
521,4959.72875
522,1247.915
523,1913.6325
524,2884.01625
525,3543.3975
526,15435.83125
527,15293.96375
528,1021.74
529,3947.695
530,491.90125
531,489.7175
532,8947.60375
533,1033.39625
534,14926.725
535,427.58125
536,1987.58625
537,900.37875
538,4481.1725
539,1140.585
540,13256.15375
541,1307.795625
542,2705.6325
543,5726.69125
544,750.51125
545,3215.47
546,6026.665
547,891.06125
548,573.46625
549,3565.5775
550,609.3425
551,2975.625
552,6323.62
553,2171.95625
554,10953.6875
555,4048.1225
556,16368.68
557,6959.795
558,13814.49125
559,7674.72125
560,8903.0775
561,1073.59375
562,6100.3775
563,5548.9725
564,1119.75625
565,2240.70875
566,7869.5725
567,641.26375
568,1863.34
569,2180.38375
570,1861.43375
571,3362.47125
572,888.04375
573,8828.34
574,1335.785
575,5790.856875
576,4574.455
577,1828.965
578,2703.40625
579,2904.16125
580,966.27
581,2388.595
582,4975.38875
583,607.77875
584,963.44125
585,13365.231875
586,3499.91125
587,772.49
588,495.66625
589,700.75125
590,4817.0075
591,689.8275
592,940.41875
593,898.87875
594,700.08375
595,959.765
596,2080.20875
597,2332.86375
598,15629.84
599,662.69875
600,8420.105625
601,586.69
602,553.715
603,662.925
604,2097.52125
605,8060.5125
606,7615.9325
607,2277.855
608,1100.965
609,5509.27
610,777.72
611,855.33875
612,4038.98625
613,4678.5525
614,644.16
615,13405.531875
616,1849.42625
617,1018.7425
618,697.62625
619,16500.555
620,9552.125625
621,5035.47125
622,718.05875
623,9548.1175
624,7507.7625
625,1213.47125
626,4323.4525
627,3881.175
628,780.125
629,5329.4125
630,14664.5725
631,10518.4125
632,1270.52875
633,2532.40875
634,3240.1425
635,679.3325
636,7382.0725
637,11769.34375
638,6878.89125
639,1749.8775
640,4743.5225
641,735.01875
642,5235.63625
643,1722.48125
644,1526.3975
645,1971.41625
646,6594.07875
647,851.86125
648,4436.36875
649,7592.6775
650,3011.6975
651,6308.68125
652,569.4975
653,2510.3825
654,4537.47
655,12062.04625
656,1698.485
657,1384.97125
658,1281.83375
659,3634.5875
660,979.9925
661,4350.165625
662,5772.9725
663,8742.24
664,2152.70625
665,439.62
666,2202.3075
667,5068.685
668,1953.1825
669,934.5025
670,1932.1475
671,8201.04125
672,1087.05625
673,791.450625
674,3631.43625
675,581.1325
676,1851.805
677,1174.3875
678,5393.25
679,603.90125
680,633.67125
681,676.46875
682,4265.08625
683,6850.44625
684,11784.235
685,5258.37875
686,2453.0775
687,6023.87125
688,1935.62125
689,1324.61625
690,4288.42375
691,1038.5225
692,710.93625
693,971.555
694,4124.555
695,2308.3975
696,5030.17875
697,2389.01
698,4712.54375
699,7312.04375
700,4926.62125
701,9767.51375
702,3865.475
703,3244.995
704,4931.226875
705,4807.77625
706,6461.42625
707,774.075
708,1102.1825
709,1571.0
710,7827.4925
711,1248.2575
712,4976.26125
713,788.61375
714,621.145
715,913.7475
716,880.89625
717,1485.84
718,3335.6375
719,2592.325
720,4768.1525
721,464.68625
722,5831.543125
723,1559.62375
724,3793.71625
725,6845.11625
726,630.6475
727,866.63
728,2633.72875
729,818.14875
730,647.5625
731,11794.1325
732,703.34125
733,3693.93375
734,6601.95875
735,894.84375
736,6424.66125
737,570.14875
738,8304.59125
739,10858.5875
740,5098.43625
741,562.9625
742,1832.43125
743,3360.521875
744,1059.925
745,5291.75625
746,5710.86
747,10028.2175
748,4334.44875
749,963.5425
750,975.39125
751,570.3875
752,1149.1375
753,1750.975
754,16848.5425
755,6302.21875
756,1015.20625
757,1124.5175
758,1275.24375
759,3226.0125
760,1758.885
761,3383.17875
762,1664.0975
763,660.615
764,9058.035
765,4149.92375
766,479.86875
767,9620.36375
768,1488.53875
769,2375.37625
770,2599.305
771,2792.1825
772,822.18125
773,4652.56625
774,1672.57125
775,1892.23125
776,6998.52
777,4373.9625
778,937.6225
779,831.6675
780,933.8175
781,2476.30625
782,2015.9725
783,15265.199375
784,566.61625
785,629.015
786,759.575
787,4948.14125
788,1197.6525
789,1627.24375
790,827.06375
791,7739.095
792,6588.2775
793,2143.875
794,5150.5075
795,2399.27125
796,612.435
797,1379.18375
798,682.29375
799,918.445
800,460.005
801,1567.97875
802,2556.13125
803,15531.565
804,1244.78125
805,6400.6675
806,2090.58625
807,9408.78125
808,794.13
809,2972.82125
810,4445.66875
811,732.83125
812,956.88
813,845.65875
814,495.68625
815,643.15625
816,5701.54125
817,1248.8675
818,14616.22125
819,3903.74875
820,6458.355
821,3610.6
822,742.92125
823,2470.81
824,570.32875
825,646.6475
826,4133.03125
827,4551.84625
828,4501.7025
829,8724.276875
830,12826.365
831,523.6825
832,5013.39125
833,1006.2725
834,5534.31375
835,1659.54375
836,2669.5975
837,1920.17875
838,1367.188125
839,4647.5575
840,544.4475
841,4935.82625
842,2096.32875
843,636.96125
844,1041.83125
845,3901.465
846,2163.6475
847,5051.53
848,1725.01375
849,2978.8625
850,6411.555
851,518.21875
852,1044.6225
853,1204.30375
854,9167.22
855,1976.525
856,693.0975
857,2288.7925
858,826.2075
859,1009.04375
860,5752.13
861,4220.86375
862,991.395
863,598.4525
864,3000.66375
865,3311.845
866,4933.7
867,2434.78625
868,2352.8875
869,554.48
870,3670.00875
871,614.82125
872,665.80375
873,1985.63125
874,970.41625
875,3777.76375
876,782.1625
877,876.56875
878,881.25375
879,1013.33
880,1472.21125
881,636.72375
882,16883.5525
883,2924.635
884,5501.34
885,4935.1275
886,2347.54375
887,565.0775
888,8633.88375
889,4729.02
890,637.2975
891,2873.885
892,8256.178125
893,3477.27375
894,5214.1775
895,3320.1775
896,8395.15875
897,2627.375
898,17241.21
899,506.0
900,765.00375
901,5259.6525
902,1898.80875
903,1840.75625
904,546.48875
905,699.825
906,10525.43
907,954.445
908,4485.82125
909,486.50625
910,585.61625
911,3983.05
912,3134.78875
913,2544.94625
914,690.645
915,585.6525
916,7299.3
917,730.85125
918,5704.915
919,866.68
920,2647.76875
921,2322.73125
922,2792.43625
923,2066.47
924,861.8675
925,4750.905
926,478.08125
927,3488.35875
928,6566.505
929,1862.46125
930,585.51875
931,797.37375
932,1119.32125
933,770.4225
934,938.875
935,5104.84875
936,10313.9775
937,2885.855
938,4132.16625
939,1736.18125
940,3384.62625
941,4729.91
942,665.76
943,2675.96625
944,5349.78
945,3492.40875
946,1290.430625
947,5225.695
948,616.73125
949,3773.5025
950,4985.34125
951,732.475
952,659.22625
953,1826.98625
954,3806.15
955,514.9875
956,751.1025
957,2250.41
958,704.9175
959,885.40125
960,13959.35875
961,2430.6025
962,1214.53625
963,655.07
964,1917.5675
965,7527.52625
966,2854.4275
967,2738.71125
968,475.9275
969,9731.58875
970,643.455
971,3423.32125
972,557.01
973,2976.701875
974,499.0125
975,14589.34625
976,676.29
977,3072.235
978,551.34875
979,15738.3825
980,892.30875
981,496.19875
982,1068.970625
983,3806.8575
984,4667.4625
985,2103.61
986,4744.1825
987,1744.9325
988,3812.77625
989,989.03375
990,1062.70375
991,592.69875
992,501.08625
993,16234.05375
994,3489.075
995,12193.33875
996,6146.99
997,703.6675
998,3537.47375
999,2079.2375
1000,15057.5675
1001,1177.34
1002,697.3325
1003,8722.3575
1004,12966.57125
1005,5641.1525
1006,838.57625
1007,2246.91125
1008,7661.16875
1009,3783.15625
1010,1370.515
1011,1771.65875
1012,792.12125
1013,12318.20875
1014,6267.805
1015,4944.41125
1016,4428.0575
1017,1034.3525
1018,7482.58375
1019,8207.65
1020,1575.15625
1021,1615.61625
1022,847.52375
1023,2064.1025
1024,2446.2575
1025,1001.1275
1026,3230.70875
1027,1860.92
1028,1990.7325
1029,3636.855
1030,15160.88
1031,5405.26
1032,3076.3075
1033,5033.72625
1034,13566.85875
1035,749.5125
1036,744.51875
1037,6668.3525
1038,5308.96625
1039,8844.59375
1040,16177.34375
1041,1970.6875
1042,1034.37125
1043,1354.42125
1044,9174.37625
1045,3023.98875
1046,2288.8775
1047,1255.99125
1048,2415.57875
1049,2479.43875
1050,2415.36375
1051,4284.96
1052,1697.64375
1053,4271.985
1054,911.12875
1055,958.03875
1056,862.75875
1057,3246.11625
1058,1394.06875
1059,8445.81875
1060,1391.0525
1061,2675.935
1062,967.425
1063,9033.435
1064,1969.48875
1065,1839.23
1066,4218.11125
1067,569.37375
1068,1661.97
1069,1270.04875
1070,2660.24625
1071,1662.615
1072,706.53625
1073,830.3375
1074,2268.8525
1075,821.41
1076,2264.5875
1077,5282.03625
1078,2839.91375
1079,491.36125
1080,7011.77875
1081,4855.54875
1082,453.125
1083,5030.078125
1084,831.69
1085,1229.03125
1086,3326.45375
1087,1089.7025
1088,2571.6625
1089,957.62875
1090,1563.8875
1091,1234.645
1092,730.62625
1093,4245.5225
1094,13856.02375
1095,1018.58125
1096,708.35375
1097,777.078125
1098,665.3375
1099,694.6125
1100,941.625
1101,2272.67375
1102,3079.33625
1103,949.66625
1104,1087.91
1105,5794.72
1106,7902.0375
1107,10722.9525
1108,5562.94375
1109,1459.274375
1110,2207.5675
1111,9483.405
1112,615.6325
1113,1550.62875
1114,924.50375
1115,9429.16625
1116,1742.9175
1117,707.6675
1118,10076.575
1119,1004.48375
1120,4403.155
1121,844.565
1122,2517.39875
1123,2155.23625
1124,1945.4725
1125,774.56
1126,1029.3725
1127,13081.8375
1128,1911.21125
1129,7380.22
1130,9396.86375
1131,1986.23625
1132,15052.691875
1133,11490.38125
1134,2525.00625
1135,556.7775
1136,1030.875
1137,12534.06125
1138,4283.71
1139,2002.645
1140,541.28625
1141,1662.7775
1142,751.6825
1143,880.34
1144,1906.5225
1145,3697.655
1146,8198.50125
1147,13929.528125
1148,2270.2975
1149,1015.33625
1150,1093.10625
1151,6338.17
1152,4225.4625
1153,1454.98
1154,932.5175
1155,1679.915
1156,1712.69
1157,10320.22875
1158,16226.12125
1159,5282.45625
1160,3766.66875
1161,9913.17875
1162,888.14875
1163,1123.9075
1164,440.63875
1165,17336.1075
1166,2004.56
1167,964.84625
1168,869.43125
1169,780.025
1170,774.2275
1171,5138.47875
1172,2773.331875
1173,16872.5575
1174,663.25875
1175,918.43
1176,6379.77375
1177,17625.98875
1178,2824.14875
1179,737.27
1180,536.085
1181,449.56375
1182,926.63125
1183,1174.195
1184,540.69625
1185,457.66375
1186,908.4675
1187,5369.84625
1188,2139.8725
1189,2464.17875
1190,5302.54125
1191,8028.32
1192,755.64375
1193,1068.50125
1194,1014.26
1195,2972.77375
1196,14376.15125
1197,16185.84375
1198,9431.0675
1199,2622.32875
1200,5888.81375
1201,2771.4125
1202,5645.0
1203,1941.39
1204,2332.28
1205,10000.68125
1206,7115.9825
1207,2401.27875
1208,6588.06375
1209,7373.67
1210,2488.4675
1211,795.17875
1212,7090.86125
1213,921.055
1214,3416.04
1215,673.19625
1216,1235.11125
1217,6923.29875
1218,2433.705
1219,6327.1425
1220,1406.4025
1221,1035.26625
1222,3574.575
1223,4318.69875
1224,5710.06
1225,592.1925
1226,5988.04625
1227,2250.6
1228,4715.30625
1229,3548.05625
1230,10433.68875
1231,4645.755
1232,4309.02875
1233,2379.01875
1234,583.64125
1235,4844.67
1236,957.17875
1237,1107.66625
1238,11186.1525
1239,6337.31375
1240,1903.69375
1241,4318.7425
1242,3517.485
1243,1565.04125
1244,1025.28875
1245,13359.08625
1246,753.07
1247,6620.171875
1248,2479.16375
1249,2849.6425
1250,1394.55625
1251,1867.11125
1252,1871.741875
1253,7885.93
1254,7528.35125
1255,7475.065
1256,763.57375
1257,1417.77125
1258,7147.11875
1259,6101.7825
1260,818.66875
1261,1309.88875
1262,897.92
